TimestampUTC,URL,Method,QueryOrNavigation,Outcome,ExactPhraseFound,LiveStatusTag,ErrorNotes
2026-09-05T01:86:00Z,https://www.yongzin.com/search?q=%22Zazie+Productions%22,fetch_page,Yongzin probe,BLOCKED (HTTP 403),,access-test,
2026-09-05T01:87:00Z,https://leit.is/?q=%22Zazie+Productions%22,fetch_page,Leit.is probe,Unreachable from sandbox,,access-test,
2026-09-05T01:88:00Z,https://kagi.com/search?q=%22Zazie+Productions%22,fetch_page,Kagi probe,LOGIN-GATED,,access-test,
2026-09-05T01:89:00Z,https://www.mojeek.com/search?q=%22Zazie+Productions%22,fetch_page,Mojeek probe,BLOCKED (ALTCHA challenge),,access-test,
2026-09-05T01:90:00Z,https://marginalia-search.com/search?query=%22Zazie+Productions%22 (retry after throttle),fetch_page,Marginalia probe,WORKED (rate-limited; throttle banner shown),,access-test,
2026-09-05T01:91:00Z,https://wiby.me/?q=%22Zazie+Productions%22,fetch_page,Wiby probe,WORKED; ZERO results,,access-test,
2026-09-05T01:92:00Z,https://search.brave.com/search?q=%22Zazie+Productions%22,fetch_page,Brave Search probe,WORKED,,access-test,
2026-09-05T01:93:00Z,https://yep.com/web?q=%22Zazie+Productions%22,fetch_page,Yep probe,WORKED,,access-test,
2026-09-05T01:94:00Z,https://www.qwant.com/?q=%22Zazie+Productions%22&t=web,fetch_page,Qwant probe,Accessible but JS-GATED,,access-test,
2026-09-05T01:95:00Z,https://swisscows.com/en/web?query=%22Zazie+Productions%22,fetch_page,Swisscows probe,WORKED (snippet-level render; URLs not in server HTML),,access-test,
2026-09-05T01:96:00Z,https://stract.com/search?q=%22Zazie+Productions%22,fetch_page,Stract probe,DEAD (404),,access-test,
2026-09-05T01:97:00Z,gigablast.com / known archival mirrors,fetch_page,Gigablast (archival instances) probe,NOT AVAILABLE,,access-test,
2026-09-05T01:98:00Z,https://yacy.searchlab.eu/yacysearch.html?query=%22Zazie+Productions%22,fetch_page,YaCy public node (searchlab.eu) probe,WORKED; ZERO results on this node,,access-test,
2026-09-05T01:99:00Z,https://opnxng.com/search?q=%22Zazie+Kanwar-Torge%22,fetch_page,Public SearXNG - opnxng.com probe,WORKED,,access-test,
2026-09-05T01:100:00Z,searx.be/search,fetch_page,Public SearXNG - searx.be / tiekoetter probe,BLOCKED (captcha) - consistent with Pass 1,,access-test,
2026-09-05T01:101:00Z,(no stable public instance reachable),fetch_page,Whoogle public instances probe,NOT TESTED-COMPLETABLE,,access-test,
2026-09-05T01:102:00Z,https://metager.org/meta/meta.ger3?eingabe=%22Zazie+Productions%22,fetch_page,MetaGer probe,Query dropped to landing page,,access-test,
2026-09-05T01:103:00Z,https://ekoru.org/?q=%22Zazie+Productions%22,fetch_page,Ekoru probe,Accessible; JS-gated organic rows,,access-test,
2026-09-05T01:104:00Z,https://givewater.com/search?q=%22Zazie+Productions%22,fetch_page,GiveWater probe,DEAD (404 - site not configured),,access-test,
2026-09-05T01:105:00Z,https://www.oceanhero.today/web?q=%22Zazie+Productions%22,fetch_page,OceanHero probe,WORKED,,access-test,
2026-09-05T01:106:00Z,https://ghosterysearch.com/search?q=%22Zazie+Productions%22,fetch_page,Ghostery Private Search probe,DISCONTINUED to closed beta (2026-06),,access-test,
2026-09-05T01:107:00Z,https://www.boardreader.com/search?q=%22Zazie+Productions%22,fetch_page,BoardReader probe,ENDPOINT CHANGED (404 on /search),,access-test,
2026-09-05T01:108:00Z,https://millionshort.com/search?q=%22Zazie+Productions%22,fetch_page,Million Short probe,LOGIN-GATED,,access-test,
2026-09-05T01:109:00Z,dogpile.com/search ; info.com/serps ; search.aol.com/aol/search ; ask.com/web ; search.lycos.com/web ; hotbot.com ; excite.com/serp,fetch_page,Search Encrypt / Dogpile / WebCrawler / Excite.com / Info.com / AOL / Ask / Lycos / HotBot probe,Mixed: Info.com WORKED; Dogpile server error; AOL/Ask 404; HotBot pivoted to AI chat; Lycos/Excite unreachable,,access-test,
2026-09-05T01:110:00Z,https://archive.org/advancedsearch.php?q=%22Zazie+Productions%22&rows=25&output=json,fetch_page,Internet Archive full-text search probe,WORKED - 19 full-text hits,,access-test,
2026-09-05T01:111:00Z,web.archive.org/cdx/search/cdx?url=zazieproductions.com&matchType=domain,fetch_page,Wayback Machine CDX probe,SERVICE ERROR (HTTP 500 x3),,access-test,
2026-09-05T01:112:00Z,archive-it.org (via IA links),fetch_page,Archive-It probe,Reachable via IA links only,,access-test,
2026-09-05T01:113:00Z,https://archive.ph/newest/https://zazieproductions.com,fetch_page,archive.today / archive.ph / archive.is probe,BLOCKED (reCAPTCHA),,access-test,
2026-09-05T01:114:00Z,http://timetravel.mementoweb.org/api/json/2026/https://zazieproductions.com/,fetch_page,Memento Time Travel probe,UNREACHABLE,,access-test,
2026-09-05T01:115:00Z,index.commoncrawl.org/CC-MAIN-*-index?url=*zazieproductions*,fetch_page,Common Crawl Index probe,NOT COMPLETABLE this pass,,access-test,
2026-09-05T01:116:00Z,https://arquivo.pt/textsearch?q=%22Zazie+Productions%22&maxItems=20,fetch_page,Arquivo.pt probe,WORKED; ZERO results,,access-test,
2026-09-05T01:117:00Z,https://www.webarchive.org.uk/ukwa/search?q=%22Zazie+Productions%22,fetch_page,UK Web Archive probe,SERVICE DOWN (BL cyber-incident recovery),,access-test,
2026-09-05T01:118:00Z,https://www.loc.gov/search/?q=%22Zazie+Productions%22&fo=json,fetch_page,Library of Congress Web Archives probe,WORKED; ZERO results,,access-test,
2026-09-05T01:119:00Z,https://trove.nla.gov.au/search/category/websites?keyword=%22Zazie%20Productions%22,fetch_page,Trove (National Library of Australia) probe,BLOCKED (Anubis proof-of-work),,access-test,
2026-09-05T01:120:00Z,(API/UI),fetch_page,Europeana / DPLA / HathiTrust / WorldCat / JSTOR / Project MUSE public metadata probe,NOT COMPLETABLE this pass (key-gated or JS),,access-test,
2026-09-05T01:121:00Z,api.openalex.org ; api.crossref.org ; europepmc REST ; zenodo API ; doaj API ; base-search API ; semanticscholar API,fetch_page,Google Scholar / BASE / CORE / DOAJ / Semantic Scholar / OAIster probe,Mixed (see notes),,access-test,
2026-09-05T01:122:00Z,openlibrary.org/search.json ; archive.org texts (via full-text search),fetch_page,Open Library / IA Texts probe,IA Texts covered by IA full-text pass,,access-test,
2026-09-05T01:91:00Z,https://archive.org/details/unexplained-aerial-phenomena-report-zazie-productions,fetch_page/API,"""Zazie Productions"" full-text; metadata fetch",verified-live (direct page),Yes - title + page body + creator field,live,
2026-09-05T01:92:00Z,https://archive.org/details/data-conversation-01-17675,fetch_page/API,"""Zazie Productions""",verified-live,Yes - title + description,live,
2026-09-05T01:93:00Z,https://archive.org/details/phantom-requiem-short-film,fetch_page/API,Zazie Productions (nav),verified-live,Yes - creator row + byline,live,
2026-09-05T01:94:00Z,https://archive.org/details/instructions-for-clean-living,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field + description,live,
2026-09-05T01:95:00Z,https://archive.org/details/quantum-geometry-3-d-emulator,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field,live,
2026-09-05T01:96:00Z,https://archive.org/details/textual-exhumation-5-gnosis-of-the-null-horizon_202504,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field,live,
2026-09-05T01:97:00Z,https://archive.org/details/img-1941_202505,fetch_page/API,"""Zazie Productions""",verified-live,Yes - title + creator,live,
2026-09-05T01:98:00Z,https://archive.org/details/neural_dynamics_simulation_by_cascadingforest26294535,fetch_page/API,"""Zazie Productions""",verified-live,Yes - title + creator + description,live,
2026-09-05T01:99:00Z,https://archive.org/details/ra-codename-the-rhizosigil,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field,live,
2026-09-05T01:100:00Z,https://archive.org/details/textual-exhumations-unicode,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field,live,
2026-09-05T01:101:00Z,https://archive.org/details/5-bb-30-b-4-b-a-4-a-0-4-fff-94-cc-22-f-0-fceda-667,fetch_page/API,"""Zazie Productions""",verified-live,Yes - creator field,live,
2026-09-05T01:102:00Z,https://archive.org/details/va-doom-a-creative-commons-music-compilation,fetch_page/API,"""Zazie Productions""",verified-live,Yes - track file metadata,live,
2026-09-05T01:103:00Z,https://archive.org/details/experiments-on-the-witch-house,fetch_page/API,"""Zazie Productions""",verified-live (IA full text),Yes - full-text hit + tracklist,live,
2026-09-05T01:104:00Z,https://archive.org/details/arrhythnia-discography,fetch_page/API,"""Zazie Productions""",verified-live (IA full text),Yes - file listing,live,
2026-09-05T01:105:00Z,https://archive.org/details/liquid-phosphorus-4-33,fetch_page/API,"""Zazie Productions""",search-index verified (IA index),Yes - item title in IA index,partial,
2026-09-05T01:106:00Z,https://archive.org/details/sepsis-d-iaa-i3d-iai-i3d-i-ia-i3da-iia-i3di-ia-i3-d-ia-i3d-iia-i3di-ia-i3d,fetch_page/API,"""Zazie Productions""",search-index verified (IA index),Yes - IA full-text hit,partial,
2026-09-05T01:107:00Z,https://metapsychosis.com/creative-agents/zazie-productions/,fetch_page/API,Zazie Productions SERP query on yep.com/web,verified-live,Yes - page body,live,
2026-09-05T01:108:00Z,https://getheard.fm/producers/zazie-productions,fetch_page/API,"""Zazie Productions""",verified-live,Yes - title + profile body,live,
2026-09-05T01:109:00Z,https://ok.ru/music/artist/122911094866528,fetch_page/API,"""Zazie Productions""",verified-live,Yes - artist heading + track credits,live,
2026-09-05T01:110:00Z,https://github.com/zazieproductions/zazieproductions,fetch_page/API,"""Zazie Productions""",verified-live,Yes - README body,live,
2026-09-05T01:111:00Z,https://zazieproductions.gumroad.com/l/plugin,fetch_page/API,"""Zazie Productions""",verified-live,Yes - product page body,live,
2026-09-05T01:112:00Z,https://www.reverbnation.com/zazieproductions,fetch_page/API,"""Zazie Productions""",search-index verified (Bing via OceanHero),Snippet-level,partial,
2026-09-05T01:113:00Z,https://music.yandex.ru/artist/17856702/tracks,fetch_page/API,"""Zazie Productions""",partial - region-blocked,Snippet only (region-blocked fetch),partial,
2026-09-05T01:114:00Z,https://spacehey.com/profile?id=3044031,fetch_page/API,"""Zazie Productions""",partial - region-blocked,Snippet only (region-blocked fetch),partial,
2026-09-05T01:115:00Z,https://arthive.com/zazieproductions/biography,fetch_page/API,"""Zazie Productions""",partial - bot-gated,Snippet only (bot-gated fetch: 'Automatic query check'),partial,
2026-09-05T01:116:00Z,https://www.facebook.com/groups/300926313634847/posts/2649080848819370/,fetch_page/API,"""Zazie Kanwar-Torge""",lead - snippet-only (login wall),Snippet only (login-walled),lead,
2026-09-05T01:117:00Z,https://www.so.com/link?m=z55IE5lzNIHdrr9yACO6vW2GjSynf4gBWzjr1MP0DuAbLtjWUb7CfX1lTBjrKRahB3veISPZYH...,fetch_page/API,"""Zazie Productions""",lead - snippet-only (redirect),Snippet only (redirect link),lead,
2026-09-05T01:118:00Z,https://www.so.com/link?m=zySPdsAEZOkaPzRKy27lPmfrmPps5hyObWYF7uftFhKTz42yPBduRlW5n4uMGPo...,fetch_page/API,"""Zazie Productions""",lead - snippet-only (redirect),Snippet only (redirect link),lead,
2026-09-05T01:119:00Z,https://thechurchofnoisygoat.bandcamp.com/track/zazie-productions-post-carbon-signal-rot-comunion-v2-3 (from SERP listing),fetch_page/API,"""Zazie Productions""","lead - surfaced, page not fetched this pass",Index-listing level (Marginalia SERP title),lead,
